autor,calificacion,contenido,hotel,titulo
AndreasSonka,30,"I just spent 3 nights with my family and a couple of friends at the hotel. It´s not really a resort, but the room we had was for up to 6 persons, big and with e,...",Cosmic Crab Resort,Nice hotel for a short visit
AndreasSonka,40,"We went there during the soccer world cup and they opened early (7am) to allow viewing the games. We had a delicious breakfast (eggs with cheese, onion and cham,...",Toro Loco Sports Bar,Nice place with good service
AndreasSonka,30,"The service was unfriendly, the food was just average (not according to what could be expected for the price), we had to return a drink because it didn´t taste ,...",El Pirata,Unfriedly service and regular food
AndreasSonka,20,"I decided to revisit this place, as I had a good experience having breakfast there. However, I had lunch today with friends from Germany, wanting to show them a,...",Restaurante El Patio del Balmoral,"Disappointing, expensive, low quality"
AndreasSonka,40,"If you come to visit San José, take a guided tour through the Teatro Nacional. Built at the end of the 19th century by initiative of the coffee-barons of that t,...",Teatro Nacional Costa Rica,A Must-See when visiting San José
AndreasSonka,50,"“El personal fue muy amable y muy servicial. La habitación estuvo muy cómoda. Nos organizaron la recogida del aeropuerto que funcionó muy bien, y también nos pi,...",Estancia de La Mantilla,Great boutique hotel in colonial district.
AndreasSonka,30,"The airline, being German, has very high standards regarding safety. However the plane as such was below my expectations. There isn´t enough space for all the c,...",Condor,"High security, but lousy comfort"
AndreasSonka,50,"I stayed with my family for 3 nights, including new year's eve. The rooms were recently renovated and the food was fantastic, even lobster for the year end dinn,...",Catalonia Royal Bavaro,Great visit!
AndreasSonka,40,"Great experience. We just wanted to drop in to see the cars but where also invited to see the trains, and it was worth it. The guide (Charlie?) welcomed us, ask,...",The National Museum of Transportation,"Trains great, cars ok, Great Guide for the trains"
AndreasSonka,20,"I hoped that due to the comments at Booking.com I would give it a try, as it was cheap. The room was disappointing. It had a bad smell, when we entered (the air,...",Palamar Motel,You get what you pay for.
AndreasSonka,50,"I am touring Route 66 and Chicago was 'sort of' the forced starting point. I was a bit disappointed that the boat tour included in the Chicago Explorer Pass was,...",Shoreline Sightseeing,"Rachael was great, best tour in years."
AndreasSonka,50,"A MUST to see in Chicago, not only for art lovers. Take at least half a day (it opens at 10:30 am). You see everything from ancient art, to old Europeans and mo,...",The Art Institute of Chicago,"Great artists, good structure, needed more time."
AndreasSonka,30,"Considering the very high prices in Chicago, tis hotel was a good option. The room was clean, the bed was very comfortable, the location was safe, shuttle servi,...",Chicago Lake Shore Hotel,"Good price considering location, free parking"
78arowe,50,"I've stayed at this hotel a few times over the past year for solo business travel. The rooms are clean, and I like the area. For me, I look for clean rooms, goo,...",Hampton Inn Indianapolis/Carmel,Clean & Friendly
78arowe,50,"Nice room, beautiful view, neat bathroom, internet TV. The pool area is modern-looking, hot tub. There are a variety of dining options nearby. I would stay in t,...",Hilton Garden Inn Chicago Downtown South Loop,Nice Hotel
78arowe,50,"This is a nice hotel. Clean room, good breakfast, and friendly staff. Internet and TV worked well. I got take-out from Gionino's Pizza place for dinner if you w,...",Hampton Inn Kent/Akron Area,Nice Hotel
andycohn123,40,"Great hotel. I had a great view from my room of downtown Chicago. I picked this because its close to a lot of attractions. Walking distance (.5) miles to the Sh,...",Hilton Garden Inn Chicago Downtown South Loop,Great hotel
sweetmaree1,50,"Excellent service. No loud noise, close to food and shopping. Room was ready earlier than expected. Great view!! Safe was nice and convenient. Ice machine was c,...",Hilton Garden Inn Chicago Downtown South Loop,Great place
Miranda B,40,"Beautiful place for bike riding, camping, hiking and taking in nature.  Impressive facilities with clean showers, toilets and sinks.  The entire campground was ,...",Samuel de Champlain Provincial Park,Wish We Could Have Stayed Longer
Miranda B,50,"This hotel is centrally located and provides underground parking, which was helpful in our two-night stay touring Montreal.  We were delighted and impressed wit,...",Embassy Suites by Hilton Montreal,Free Happy Hour and Breakfast Buffet
Miranda B,50,"Could have spent all day here taking in the beauty of this cathedral, sitting in quiet contemplation and awe.  Notre Dame is ornate and exquisitely decorated an,...",Notre-Dame Basilica,Stunning
Miranda B,30,"Our room was clean and provided all the amenities we needed for our stay.  I could clearly hear guests coming and going, slamming doors and talking as early as ,...",Chicago Lake Shore Hotel,Free Parking But Noisy
Miranda B,50,"Recommended to us by South Chicago natives, we were impressed by the menu options and outstanding service.  I believe our server was named Alicia and the restau,...",The Promontory,Delicious Lunch!
Miranda B,50,"Had a lovely dinner date with my husband on my very first night in Chicago!  This place is a win - perfectly warmed sake, sashimi, maki rolls and edamame.  Many,...",Hot Woks Cool Sushi,"Tasty, Well Crafted Entrees"
Miranda B,50,"We came here for a day trip from Granada for $13.  Staff are very kind and hospitable, and this place has top-notch amenities.  Very relaxing stay with plenty o,...",Laguna Beach Club,Mesmerizing
Miranda B,50,"Come here for Happy Hour and check out the Roaring 20s-themed cocktail bar.  The atmosphere is very cozy and they serve very creative, delicious drinks starting,...",Foshay Tower,Prohibition - 27th Floor
Miranda B,40,"Beautiful decor and features a cute gift shop.  Food was alright - doesn't appear that many locals come here but it definitely caters to tourists and expats.  I,...",The Garden Cafe,European
Miranda B,50,"My husband and I split a delicious pizza here, I believe it was the Vesuvius?  This is an authentic pizza place and very affordable, considering what we have av,...",Monna Lisa,Awesome!
Miranda B,50,"Husband and I booked a shuttle to the laguna from our hostel and had a wonderful time.  We spent the day at a resort that had talking parrots, food service, bev,...",Laguna de Apoyo,"Warm, Deep Waters"
Miranda B,40,"We booked a night tour through a local agency down the street from our B&B.  There is a rush to view the volcano at night and be prepared to wait in line, as th,...",Masaya Volcano National Park,Night Views
Miranda B,40,"Husband was very excited to find Dona Elba - it was highly recommended by cigar enthusiasts we encountered throughout our travels.  Tours were unavailable durin,...",Dona Elba Cigars,Top Notch
Miranda B,40,"We were relieved to end up at this hotel after a long day of crossing the border from Nicaragua into Costa Rica.  What struck me the most was the level of custo,...",Hotel El Bramadero,Great Hospitality
Miranda B,20,"Did not stay for lodging, but on our last day in Nicaragua my spouse & I wanted to use up our remaining cordobas and stopped for breakfast at Hotel Alhambra. Ou,...",Hotel Alhambra,Frustrating Breakfast Experience
Miranda B,40,"Walking up to the bell tower was crazy - a very dizzying vertical climb but SO worth it!  The front desk employee was talking on his cell phone while we paid ad,...",Iglesia de La Merced,Great View!
Miranda B,40,"We booked our islets tour through a local agency in the city for $13/person near our hostel.  Bring along snacks, beer and your camera - saw lots of wildlife, i,...",Islets of Granada,Get a Later Tour in the Day
Miranda B,40,"Had a slice late at night while around the town drinking with a local and my husband.  After drinking many Toñas, a slice of delicious pizza was just what we ne,...",Tele Pizza Nicaragua,Great Drunk Food
Miranda B,40,"Didn't do the tour, massage or other services but came for a delicious all you can eat breakfast!  The museum is really gorgeous and provided great service.  Ch,...",ChocoMuseo Granada,All You Can Eat Breakfast
Miranda B,40,"We enjoyed touring and viewing cultural artifacts.  Comprehensive view of history through an artistic lens - it is easy to see how Catholicism has influenced Gr,...",Centro Cultural Antiguo Convento San Francisco,History and Art
kmennell,10,"I was very disappointed with the hotel.  The toilet ran (I closed the door), the sink tap wasn't connected, there were muddy footprints in the tub, and there wa,...",La Quinta Inn by Wyndham Indianapolis Airport Lynhurst,Hotel's renovations - not complete?
kmennell,10,"I wasn't aware of the renovation going on when making the reservation.  The renovation caused drywall dust to show up everywhere.  The pool was shut down and br,...",La Quinta Inn by Wyndham Indianapolis Airport Executive Dr,Wasn't aware of the renovation when making the reservation
kmennell,50,"I love history, and the mural ticked a lot of items off that list.  It's worth the walk through the city.",Floodwall Murals,Worth it.
kmennell,50,This was a nice afternoon away from everything.  My wife and I found the wine and then tracked down the winery.  Loved the visit,Purple Toad Winery,Worth the visit
kmennell,50,"Depending on how the wind blows, the smell of grilled onions will draw you into this place.  Once inside, the food will get you to stay.  Simple menu, burger, f,...",The New White Steamer,You had me at the grilled onion smell down the street
kmennell,50,"We stopped here on our way to Boot City for lunch.  It was great.  My wife had the hushpuppies and commented that they were the best she has had in years.  The ,...",Acorn Grill,Hidden Gem - great food
kmennell,50,"My wife and I make this a weekly stop.  The coffee is great and the food is so good.  The staff is friendly, the tables/booths are welcoming and artwork is wort,...",I'mpressed Coffee,Weekly stop -
kmennell,40,"Fantastic food, good beer - friendly staff.  Great place for date night or to get our of the craziness of life to watch the game.",Old Chicago,Great place to meet friends and watch the game
kmennell,50,"I love this place.  But be warned - make sure you are HUNGRY before going.  If you're not running on empty, the large portions will make you uncomfortably full.,...",Pub 'n' Grub,I've never had a bad meal here.
kmennell,50,This is another fantastic local spot for a pint and some food.  Worth a visit for couples and to take a breather.,Vincennes Brewing Co,Good beer and fantastic grub
