amenities,ciudad,descripcion,direccion,nombre,precio,valoracion
"Paid private parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Free airport transportation,Business Center with Internet Access,Parking,Wifi,Pool / beach towels,Indoor pool,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Car hire,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Concierge,Convenience store,Non-smoking hotel,Sun loungers / beach chairs,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Soundproof rooms,Bathrobes,Air conditioning,Desk,Coffee / tea maker,Cable / satellite TV,Sofa bed,Bath / shower,Interconnected rooms available,Safe,Telephone,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,Flatscreen TV,On-demand movies,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",Atlanta,"HOTEL STYLE,Green,Business",,The Westin Atlanta Airport,,3.5
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Rooftop terrace,Baggage storage,24-hour check-in,Wifi,Restaurant,Breakfast available,Newspaper,Non-smoking hotel,ATM on site,Doorperson,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Blackout curtains,Air conditioning,Desk,Housekeeping,Room service,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Safe,Seating area,Telephone,Private bathrooms,Wake-up service / alarm clock,Minibar,Flatscreen TV,Bath / shower,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites",Atlanta,"A revival of the original 551 Ponce, this boutique hotel retains the property's legacy as a well-appointed, homelike bed-stop for locals and passer-throughs. With gentle charm and assured regulars, comfort is certain to seek you out in this home away from home. These well-appointed, bespoke rooms boast Ponce City Market views, Beltline walks, and a quick jaunt to Georgia Aquarium, downtown and midtown Atlanta areas. Those who remember Mrs. P's Tea Room, home of Atlanta's first Drag Show, will delight in the news of Mrs. P's Bar & Kitchen, a dignified but approachable dining lounge offering southern eats and inventive drinks. A building personified, Wylie is a friend to anyone who crosses the threshold. No need to tell stories when the story finds you.,HOTEL STYLE,Boutique,Charming","551 Ponce de Leon Ave, Atlanta, GA 30308",Wylie Hotel,,4.5
"Paid private parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Children's television networks,Free shuttle or taxi services,Business Center with Internet Access,Parking,Wifi,Hot tub,Pool / beach towels,Indoor pool,Heated pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Kid-friendly buffet,Snack bar,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Massage,Baggage storage,Gift shop,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Room service,Safe,Iron,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Atlanta,"Welcome to the Embassy Suites Atlanta - Galleria hotel. Our hotel is conveniently located across the street from the Cobb Energy Performing Arts Centre, Cobb Galleria Event Centre, Truist Park home of the Atlanta Braves and The Atlanta Battery. Also nearby are: Dobbins Air Force Base Campus of Georgia Tech University Campus of Georgia State University Phipps Plaza Shopping Mall Lenox Square Shopping Mall CNN Center Georgia World Congress Center Atlanta Market Center Guests of the Embassy Suites Atlanta - Galleria hotel will enjoy our complimentary daily breakfast as well as our nightly Manager's Reception. Here are more activities for your consideration to enjoy when you stay with us: Six Flags over Georgia White Water Atlanta Theme Park High Museum of Art Georgia Aquarium Georgia Dome Truist Park - Home of the Atlanta Braves Phillips Arena - Home of the Atlanta Hawks Zoo Atlanta Underground Atlanta World of Coca-Cola Museum Martin Luther King Historic Site Fernban,HOTEL STYLE,Family,Business","2815 Akers Mill Road SE, Atlanta, GA 30339",Embassy Suites by Hilton Atlanta Galleria,,4.0
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Children Activities (Kid / Family Friendly),Business Center with Internet Access,Meeting rooms,Parking,Wifi,Outdoor pool,Breakfast available,Breakfast buffet,Vending machine,24-hour front desk,Express check-in / check-out,Dry cleaning,Self-serve laundry,Housekeeping,Flatscreen TV,Non-smoking rooms,Family rooms",Atlanta,"Conveniently situated off I-85, the Country Inn & Suites by Radisson, Atlanta Downtown is an ideal choice for sightseeing in the Hollywood of the South. You can cut down the amount of time you spend on the interstate, since the Georgia Aquarium, the CNN Center, the World of Coca-Cola and Zoo Atlanta are all less than two miles away from our location. If you can't narrow down what to see, get a CityPASS, which allows you to visit five top attractions at a discounted rate.","759 Pollard Blvd SW, Atlanta, GA 30315-1106","Country Inn & Suites by Radisson, Atlanta Downtown South at Turner Field, GA",,3.0
"Paid private parking on-site,Free internet,Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Car hire,Business Center with Internet Access,Conference facilities,Parking garage,Wifi,Pool / beach towels,Indoor pool,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Kid-friendly buffet,Kids' meals,Banquet room,Meeting rooms,Photo copier / fax In business center,Concierge,Convenience store,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Dry cleaning,Laundry service,Soundproof rooms,Air conditioning,Desk,Housekeeping,Coffee / tea maker,Cable / satellite TV,Sofa bed,Bath / shower,Room service,Safe,Seating area,Separate living room,Sofa,Telephone,Wardrobe / closet,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,Microwave,Refrigerator,Flatscreen TV,On-demand movies,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",Atlanta,"HOTEL STYLE,Green,Family","2844 Cobb Parkway SE, Atlanta, GA 30339",Sheraton Suites Galleria - Atlanta,,4.0
"Paid public parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Restaurant,Kids stay free,Highchairs available,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Parking garage,Wifi,Breakfast available,Happy hour,Kid-friendly buffet,Conference facilities,Banquet room,Meeting rooms,Baggage storage,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Room service,Flatscreen TV,Walk-in shower,Air purifier,Safe,Telephone,Wardrobe / closet,Bottled water,Iron,Private bathrooms,Wake-up service / alarm clock,On-demand movies,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Suites",Atlanta,"HOTEL STYLE,City View","176 Peachtree Street NW, Atlanta, GA 30303","Ellis Hotel, Atlanta, a Tribute Portfolio Hotel",,4.0
"Parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Wifi,Outdoor pool,Breakfast available,Breakfast buffet,Meeting rooms,Non-smoking hotel,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Self-serve laundry,Air conditioning,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Atlanta,"Welcome to Hampton Inn & Suites Atlanta Buckhead Place, GA, a modern hotel conveniently located off Piedmont road close to shopping at Lenox Square, Phipps Plaza, theaters, museums and parks. You'll also have easy access to Buckhead's business district Piedmont Center and Atlanta Financial Center. Enjoy great dining at nearby Bone's, Chops, Fogo De Chao, Muggiano's and Cheesecake Factory. We are moments from downtown Atlanta where you can visit World of Coca-Cola, CNN Center and Georgia Aquarium. Sports fans can visit the New Mercedes Benz Stadium, home of the Atlanta Falcons and Atlanta United and Philips Arena, the home of the Atlanta Hawks. Hartsfield-Jackson Airport is 19 miles away. Our hotel rooms are fresh and modern spaces with a microwave, mini-fridge, 42-inch HDTV, coffeemaker, and a work desk with ergonomic chair. Feel rested after a great night's sleep on the clean and fresh Hampton bed®, and stay connected with free WiFi and plenty of device-charging spots.,HOTEL STYLE,Modern,Mid-range","3312 Piedmont Road NE, Atlanta, GA 30305",Hampton Inn & Suites Atlanta Buckhead Place,,4.0
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Entertainment staff,Free airport transportation,Business Center with Internet Access,Parking,Wifi,Indoor pool,Heated pool,Breakfast available,Breakfast buffet,Vending machine,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Conference facilities,Meeting rooms,Gift shop,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Laundry service,Self-serve laundry,Air conditioning,Housekeeping,Safe,Microwave,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",Atlanta,"Take the free shuttle from our hotel near Atlanta airportAdjacent to Camp Creek Marketplace and only 15 minutes from downtown Atlanta, the Holiday Inn Express & Suites® Atlanta Airport West - Camp Creek is the perfect place for business and leisure travelers. Offering services like complimentary airport shuttle daily.Atlanta, GA, corporations such as Chick-Fil-A and Delta Airlines are just minutes from our location, and if you need to hold meetings with business clients, we have two event rooms that accommodate up to 100 guests. While you look for hotels near Atlanta Hartsfield, keep in mind that we're just four miles from Hartsfield-Jackson International Airport (ATL) and only three miles from Georgia International Conference Center.Coming to the area on vacation? Exciting downtown attractions like the World of Coca-Cola and Georgia Aquarium are just minutes from our hotel.,HOTEL STYLE,Value,Green","3833 Princeton Lakes Ct SW, Atlanta, GA 30331-5508","Holiday Inn Express & Suites Atlanta Arpt West - Camp Creek, an IHG Hotel",,4.5
"Paid private parking on-site,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Patio,Car hire,Business Center with Internet Access,Meeting rooms,Parking garage,Wifi,Breakfast available,Breakfast buffet,Taxi service,Baggage storage,Convenience store,Gift shop,Non-smoking hotel,Outdoor fireplace,Outdoor furniture,Shops,ATM on site,First aid kit,24-hour front desk,Dry cleaning,Blackout curtains,Air conditioning,Desk,Housekeeping,Telephone,Refrigerator,Cable / satellite TV,Walk-in shower,Iron,Flatscreen TV,Bath / shower,Hair dryer,Non-smoking rooms",Atlanta,"HOTEL STYLE,Centrally Located","330 W Peachtree St NW, Atlanta, GA 30308-3517","Inn At The Peachtrees, Ascend Hotel Collection",,3.5
"Paid private parking on-site,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Bowling offsite,Patio,Car hire,Parking garage,Wifi,Paid wifi,Pool / beach towels,Indoor pool,Heated pool,Breakfast buffet,Vending machine,Squash offsite,Tennis court offsite,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Salon,Baggage storage,Convenience store,Gift shop,Newspaper,Non-smoking hotel,Outdoor fireplace,Outdoor furniture,Shared lounge / TV area,24-hour front desk,Express check-in / check-out,Clothes dryer,Dry cleaning,Laundry service,Self-serve laundry,Washing machine,Air conditioning,Housekeeping,Safe,Seating area,Coffee / tea maker,Cable / satellite TV,Sofa bed,Bath / shower,Separate living room,Sofa,Telephone,Wardrobe / closet,Iron,Private bathrooms,Wake-up service / alarm clock,Microwave,Refrigerator,Kitchenware,Flatscreen TV,On-demand movies,Radio,iPod docking station,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",Atlanta,"HOTEL STYLE,Modern,Business","3459 Buckhead Loop NE, Atlanta, GA 30326-1532",SpringHill Suites by Marriott Atlanta Buckhead,,4.0
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Game room,Bowling offsite,Kids stay free,Free shuttle or taxi services,Paid private parking on-site,Wifi,Breakfast available,Breakfast buffet,Complimentary Instant Coffee,Complimentary tea,Snack bar,Shuttle bus service,Taxi service,Business Center with Internet Access,Baggage storage,Newspaper,Non-smoking hotel,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Blackout curtains,Air conditioning,Desk,Housekeeping,Safe,Coffee / tea maker,Cable / satellite TV,Bath / shower,Telephone,Wardrobe / closet,Iron,Wake-up service / alarm clock,Refrigerator,Flatscreen TV,Complimentary toiletries,Hair dryer,City view,Non-smoking rooms,Family rooms",Atlanta,"Whether your plans include a fun-filled family outing, key corporate meeting, or relaxing getaway for two, Hampton Inn Atlanta-Georgia Tech-Downtown is the place to stay! Our Hampton Inn is easily accessible from Interstate 75/85, and just 5 blocks from the North Avenue Marta Station. We are also conveniently located directly across the street from the Coca Cola Company and the Georgia Institute of Technology. Located just a short trip by car, complimentary shuttle, or public transit you will find other area businesses including Southern Company, Time Warner, and AT&T.,HOTEL STYLE,Family,Mid-range","244 North Ave NW, Atlanta, GA 30313-2543",Hampton Inn Atlanta-Georgia Tech-Downtown,,4.0
"Valet parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Evening entertainment,Patio,Children's television networks,Children Activities (Kid / Family Friendly),Paid public parking on-site,Wifi,Coffee shop,Restaurant,Breakfast available,Outdoor dining area,Snack bar,Rooftop bar,Board games / puzzles,Pets Allowed ( Dog / Pet Friendly ),Business Center with Internet Access,Conference facilities,Meeting rooms,Rooftop terrace,24-hour security,Baggage storage,Convenience store,Newspaper,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Sun deck,ATM on site,First aid kit,Umbrella,24-hour check-in,24-hour front desk,Express check-in / check-out,Dry cleaning,Blackout curtains,Air conditioning,Desk,Housekeeping,Interconnected rooms available,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Safe,Seating area,Separate living room,Sofa,Telephone,Bottled water,Clothes rack,Iron,Laptop safe,Private bathrooms,Tile / marble floor,Refrigerator,Flatscreen TV,Bath / shower,Complimentary toiletries,Hair dryer,City view,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available",Atlanta,"HOTEL STYLE,City View,Business","89 Centennial Olympic Park Dr. NW, Atlanta, GA 30313",Reverb By Hard Rock Downtown Atlanta,,4.0
